fname,row_id,col_id
S0022309300000879__1,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301009309__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301009309__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0167273803005344__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0167273803005344__1,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0167273803005344__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309309005080__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309309000271__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309308006248__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305002425__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305002425__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309397000197__0,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309397000197__1,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309397000197__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001598__0,"[0, 1, 1, 1, 1, 1, 3, 2, 2, 2]","[(7, 3), (13, 1), (22, 2), (9, 1), (18, 2), (21, 1), (15, 3), (17, 1), (11, 3), (23, 3), (6, 2), (19, 3), (5, 1), (14, 2), (10, 2)]"
S0022309314001598__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001598__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309399006274__0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]","[(18, 0), (91, 1), (126, 0), (90, 0), (163, 1), (162, 0), (28, 1), (100, 1), (45, 0), (64, 1), (9, 0), (172, 1), (117, 0), (136, 1), (81, 0), (189, 0), (153, 0), (37, 1), (36, 0), (109, 1), (73, 1), (108, 0), (181, 1), (72, 0), (145, 1), (180, 0), (46, 1), (144, 0), (10, 1), (118, 1), (63, 0), (82, 1), (27, 0), (190, 1), (135, 0), (154, 1), (99, 0), (171, 0), (55, 1), (19, 1), (54, 0), (127, 1)]"
S0022309302010578__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314004700__0,"[0, 0, 1, 1, 1, 1, 1, 3, 2, 2, 2, 2, 0, 0, 0]","[(52, 12), (20, 12), (49, 9), (43, 11), (17, 9), (19, 11), (44, 12), (41, 9), (35, 11), (34, 10), (51, 11), (36, 12), (27, 11), (33, 9), (26, 10), (28, 12), (25, 9), (18, 10)]"
S0022309314004700__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314004700__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309306000573__0,"[0, 1, 3, 2, 2, 2, 2, 2, 2, 2]","[(9, 1), (13, 5), (11, 3), (14, 6), (12, 4), (15, 7), (10, 2)]"
S0022309306000573__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309306000573__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309306000573__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307008290__0,"[0, 0, 1, 1, 1, 1, 1, 3, 2, 2, 2, 2, 0]","[(27, 9), (31, 7), (38, 8), (19, 7), (37, 7), (15, 9), (40, 10), (25, 7), (21, 9), (26, 8), (13, 7), (33, 9), (20, 8), (32, 8), (14, 8), (39, 9)]"
S0022309305001663__0,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 3, 2, 2, 2]","[(45, 1), (9, 1), (43, 3), (25, 1), (42, 2), (39, 3), (41, 1), (38, 2), (19, 3), (37, 1), (18, 2), (15, 3), (17, 1), (14, 2), (13, 1), (47, 3), (11, 3), (46, 2), (27, 3), (10, 2)]"
S0022309305001663__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305001663__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305001663__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S002230931400283X__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S002230931400283X__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307012537__0,"[0, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[(13, 1), (17, 5), (16, 4), (15, 3), (19, 7), (22, 10), (21, 9), (18, 6), (20, 8), (14, 2)]"
S0022309307012537__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307012537__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307012537__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307012537__4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301004057__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301004057__1,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301008614__0,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301008614__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301008614__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301008614__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309306003838__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309315000393__0,"[3, 2, 2, 2, 2, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[(34, 28), (27, 21), (16, 14), (10, 7), (30, 28), (13, 7), (23, 21), (17, 14), (22, 21), (9, 7), (32, 28), (26, 21), (12, 7), (33, 28), (8, 7), (25, 21), (15, 14), (20, 14), (31, 28), (11, 7), (18, 14), (24, 21)]"
S0022309315000393__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309399005839__0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 3, 2, 2, 0, 2, 0]","[(28, 4), (26, 2), (25, 1), (32, 2), (34, 4), (40, 4), (31, 1), (46, 4), (38, 2), (37, 1), (74, 2), (44, 2), (10, 4), (8, 2), (7, 1), (16, 4), (73, 1), (22, 4), (43, 1), (14, 2), (52, 4), (13, 1), (50, 2), (20, 2), (49, 1), (19, 1)]"
S0022309399005839__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309399005839__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309399005839__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309399005839__4,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309399005839__5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303006446__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S002230930100730X__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S002230930100730X__1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0]","[(301, 1), (707, 2), (819, 9), (36, 6), (354, 9), (683, 8), (37, 7), (474, 9), (497, 2), (803, 8), (532, 7), (320, 5), (21, 6), (452, 2), (32, 2), (647, 2), (428, 8), (453, 3), (636, 6), (481, 1), (816, 6), (242, 2), (189, 9), (414, 9), (437, 2), (17, 2), (526, 1), (801, 6), (632, 2), (384, 9), (421, 1), (290, 5), (230, 5), (728, 8), (139, 4), (76, 1), (369, 9), (489, 9), (706, 1), (353, 8), (756, 6), (442, 7), (473, 8), (382, 7), (362, 2), (557, 2), (741, 6), (646, 1), (649, 649), (638, 8), (752, 2), (275, 5), (541, 1), (276, 6), (302, 2), (196, 1), (799, 799), (714, 9), (511, 1), (737, 2), (800, 800), (91, 1), (755, 755), (383, 8), (261, 6), (692, 2), (798, 3), (721, 1), (272, 2), (668, 8), (562, 7), (534, 9), (788, 8), (482, 2), (429, 9), (376, 1), (677, 2), (108, 3), (257, 2), (549, 9), (472, 7), (413, 8), (661, 1), (396, 6), (184, 4), (199, 4), (397, 7), (422, 2), (22, 7), (316, 1), (631, 1), (729, 9), (812, 2), (392, 2), (813, 3), (713, 8), (496, 1), (797, 2), (129, 9), (291, 6), (151, 1), (154, 4), (758, 8), (204, 9), (458, 8), (781, 1), (124, 4), (516, 6), (650, 650), (639, 9), (542, 2), (436, 1), (503, 8), (517, 7), (751, 1), (16, 1), (331, 1), (306, 6), (246, 6), (63, 3), (398, 8), (512, 2), (504, 9), (427, 7), (774, 9), (722, 2), (159, 9), (669, 9), (231, 6), (348, 3), (411, 6), (271, 1), (789, 9), (653, 8), (773, 8), (227, 2), (662, 2), (556, 1), (136, 1), (426, 6), (451, 1), (366, 6), (106, 1), (169, 4), (78, 3), (547, 7), (736, 1), (351, 6), (468, 3), (391, 1), (337, 7), (260, 5), (48, 3), (531, 6), (444, 9), (759, 9), (698, 8), (46, 1), (321, 6), (767, 2), (347, 2), (782, 2), (743, 8), (676, 1), (256, 1), (305, 5), (546, 6), (486, 6), (226, 1), (744, 9), (121, 1), (287, 2), (34, 34), (399, 9), (456, 6), (471, 6), (93, 3), (651, 6), (457, 7), (144, 9), (166, 1), (459, 9), (441, 6), (61, 1), (467, 2), (796, 1), (245, 5), (443, 8), (691, 1), (666, 6), (766, 1), (346, 1), (241, 1), (407, 2), (771, 6), (754, 754), (818, 8), (174, 9), (684, 9), (381, 6), (286, 1), (561, 6), (804, 9), (181, 1), (368, 8), (786, 6), (488, 8), (811, 1), (726, 6), (377, 2), (412, 7), (466, 1), (519, 9), (332, 2), (361, 1), (527, 2), (696, 6), (711, 6), (317, 2), (501, 6), (406, 1), (699, 9), (681, 6)]"
S0022309305001699__0,"[0, 3, 2, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[(38, 36), (37, 36), (46, 42), (55, 54), (47, 42), (41, 36), (53, 48), (59, 54), (15, 12), (13, 12), (43, 42), (58, 54), (39, 36), (44, 42), (52, 48), (49, 48), (45, 42), (21, 18), (16, 12), (51, 48), (35, 30), (14, 12), (50, 48), (22, 18), (17, 12), (23, 18), (40, 36)]"
S0022309305001699__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309309006255__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309302017970__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309302017970__1,"[0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(55, 44)]"
S0022309398003755__0,"[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[(265, 1), (181, 1), (67, 1), (253, 1), (43, 1), (151, 1), (37, 1), (223, 1)]"
S0022309398003755__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309302010219__0,"[0, 0, 0, 0, 0, 0, 0]",[]
S0022309309004190__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309304005824__0,"[3, 2, 2, 2, 2, 2, 2, 2, 2, 0, 1, 1, 1, 1, 1, 1]","[(29, 28), (46, 42), (34, 28), (27, 21), (47, 42), (16, 14), (52, 49), (37, 35), (60, 56), (43, 42), (55, 49), (10, 7), (19, 14), (30, 28), (23, 21), (61, 56), (36, 35), (44, 42), (17, 14), (22, 21), (9, 7), (32, 28), (39, 35), (26, 21), (12, 7), (54, 49), (51, 49), (33, 28), (8, 7), (25, 21), (15, 14), (45, 42), (20, 14), (31, 28), (11, 7), (40, 35), (48, 42), (18, 14), (38, 35), (53, 49), (24, 21), (62, 56)]"
S0022309304005824__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307007399__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305004217__0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 2, 0, 2]","[(72, 2), (71, 1), (18, 4), (16, 2), (15, 1), (39, 4), (88, 90), (66, 3), (93, 2), (10, 3), (59, 3), (37, 2), (64, 1), (94, 97), (102, 104), (52, 3), (25, 4), (8, 1), (46, 4), (79, 2), (74, 76), (23, 2), (58, 2), (57, 1), (100, 2), (50, 1), (101, 3), (44, 2), (81, 83), (11, 4), (45, 3), (53, 55), (99, 1), (38, 3), (87, 3), (43, 1), (92, 1), (32, 4), (31, 3), (36, 1), (67, 69), (65, 2), (86, 2), (60, 62), (9, 2), (85, 1), (80, 3), (30, 2), (34, 55), (29, 1), (51, 2), (24, 3), (78, 1), (22, 1), (95, 97)]"
S0022309305000487__0,"[0, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2]","[(7, 3), (9, 1), (26, 2), (23, 3), (6, 2), (25, 1), (5, 1), (22, 2), (21, 1), (19, 3), (18, 2), (15, 3), (17, 1), (31, 3), (14, 2), (13, 1), (30, 2), (11, 3), (29, 1), (27, 3), (10, 2)]"
S0022309305000487__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305000487__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309304004090__1,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309304004090__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309302018574__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309314001392__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309302017957__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S002230930100655X__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309306005862__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307011702__0,"[0, 0, 1, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2]","[(34, 7), (23, 5), (30, 3), (31, 4), (20, 2), (24, 6), (21, 3), (35, 8), (22, 4), (25, 7), (26, 8), (29, 2), (28, 1), (32, 5), (33, 6), (19, 1)]"
S0022309307011702__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309309000520__0,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 0, 0, 0]","[(18, 0), (44, 2), (24, 0), (30, 0), (8, 2), (12, 0), (20, 2), (37, 1), (6, 0), (26, 2), (43, 1), (38, 2), (36, 0), (42, 0), (14, 2), (32, 2), (31, 1)]"
S002230930800269X__0,"[0, 0, 0, 2, 2, 2, 0, 0, 1, 0, 1, 0, 1, 0, 1]","[(38, 36), (42, 36), (51, 6), (29, 27), (53, 8), (31, 27), (38, 2), (33, 6), (49, 45), (35, 27), (40, 36)]"
S0022309399006882__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309399006882__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309306000731__0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2]","[(9, 1), (26, 2), (23, 3), (6, 2), (25, 1), (5, 1), (22, 2), (21, 1), (35, 3), (18, 2), (17, 1), (34, 2), (31, 3), (14, 2), (33, 1), (13, 1), (30, 2), (29, 1), (27, 3), (10, 2)]"
S0022309306000731__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309306000731__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309306000731__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0038109812003250__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305000426__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309315301939__0,"[0, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 2]","[(14, 4), (19, 4), (24, 4), (23, 3), (29, 4), (27, 2), (34, 4), (32, 2), (31, 1), (7, 2), (12, 2), (22, 2), (13, 3), (21, 1), (17, 2), (11, 1), (28, 3), (8, 3), (18, 3), (26, 1), (6, 1), (16, 1)]"
S0022309315301939__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309315301939__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309309000350__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0]","[(24, 22)]"
S0022309303006161__0,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 3, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[(43, 17), (222, 14), (69, 17), (223, 15), (196, 14), (118, 14), (82, 17), (275, 15), (197, 15), (263, 16), (119, 15), (144, 14), (134, 17), (66, 14), (79, 14), (131, 14), (145, 15), (53, 14), (56, 17), (199, 17), (262, 15), (67, 15), (40, 14), (121, 17), (288, 15), (41, 15), (210, 15), (289, 16), (147, 17), (160, 17), (264, 17), (212, 17), (158, 15), (132, 15), (54, 15), (225, 17), (80, 15), (157, 14), (277, 17), (209, 14), (290, 17), (276, 16)]"
S0022309303006161__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303006161__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309303006161__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309300003252__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309300003252__1,"[0, 0, 0, 0, 0, 0]",[]
S0022309300003252__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309300003252__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305003704__0,"[0, 0, 1, 1, 1, 1, 1, 3, 2, 2, 2, 0, 0, 0, 0]","[(49, 9), (17, 9), (42, 10), (43, 11), (19, 11), (35, 11), (41, 9), (34, 10), (51, 11), (33, 9), (26, 10), (25, 9), (50, 10)]"
S0022309305003704__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305003704__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305003704__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305003704__4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305003704__5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305003704__6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305003704__7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305003704__8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309313006212__0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 2, 0, 0, 0]","[(156, 4), (99, 3), (137, 1), (100, 4), (171, 3), (154, 2), (172, 4), (153, 1), (115, 3), (98, 2), (116, 4), (59, 3), (97, 1), (170, 2), (60, 4), (131, 3), (169, 1), (114, 2), (132, 4), (113, 1), (58, 2), (57, 1), (147, 3), (130, 2), (148, 4), (129, 1), (163, 3), (146, 2), (164, 4), (107, 3), (145, 1), (108, 4), (162, 2), (161, 1), (106, 2), (105, 1), (139, 3), (140, 4), (155, 3), (138, 2)]"
S0022309313006212__1,"[0, 0, 0, 0, 0, 0, 0]",[]
S0022309313006212__2,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 3, 2, 2, 2, 2, 0, 0]","[(28, 4), (43, 3), (45, 5), (26, 2), (29, 5), (44, 4), (59, 3), (61, 5), (42, 2), (60, 4), (77, 5), (75, 3), (58, 2), (76, 4), (19, 3), (21, 5), (20, 4), (74, 2), (35, 3), (37, 5), (18, 2), (36, 4), (51, 3), (53, 5), (34, 2), (52, 4), (67, 3), (69, 5), (50, 2), (68, 4), (11, 3), (13, 5), (12, 4), (66, 2), (27, 3), (10, 2)]"
S002230930300629X__0,"[0, 0, 0, 0, 0, 0, 0]",[]
S002230930300629X__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305005612__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309305005612__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307002694__0,"[0, 0, 0, 0, 0, 0, 0]",[]
S0022309307002694__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307002694__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307002694__3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309308001221__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309308001221__1,"[0, 0, 0, 0, 0, 0]",[]
S0022309308001221__2,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309399006110__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S002230930500565X__0,"[0, 2, 2, 2, 0, 0, 1]","[(8, 6), (11, 9), (5, 3)]"
S0022309314005444__0,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309313003359__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309313003359__1,"[0, 0, 0, 0, 0]",[]
S0022309301004148__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301004148__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309301004148__2,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309304007562__0,"[0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309304007562__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S002230930900026X__0,"[0, 1, 1, 1, 1, 3, 2, 2, 2]","[(7, 3), (13, 1), (9, 1), (15, 3), (17, 1), (11, 3), (6, 2), (19, 3), (5, 1), (14, 2), (10, 2)]"
S002230930900026X__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309308005644__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309307003444__0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
S0022309399006778__0,"[2, 2, 2, 0, 0, 0, 1]","[(5, 4), (1, 0), (3, 2)]"
S0022309399006778__1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[]
